alpha,sigma_d,sigma_e,var_disease,var_residual,prop_disease,prop_residual,delta_COVID-19,delta_Ebola,delta_HIV
-0.2977892903426398,0.35800348514946906,0.1910817839502037,0.1281664953791661,0.036512248157592325,0.7782819605406917,0.22171803945930835,0.08021017578605313,0.08331069453973544,0.29910975748831803
-0.19233860287273602,0.3062575622117756,0.21857931993834673,0.0937936944118996,0.04777691910471014,0.6625223419046303,0.3374776580953696,0.23441161822203777,0.04225851355707265,0.30702094300612953
-0.12945044267453631,0.2960625273144703,0.2975936582746824,0.08765302007983147,0.08856198544530847,0.49742086276146524,0.5025791372385348,0.23638434724072616,0.05082709116844505,0.26099690558357047
-0.1390009740758464,0.19643296826930215,0.3075230936274481,0.03858591102308866,0.09457045311419622,0.28977894727815184,0.7102210527218482,0.18687439127622674,0.007611529412606403,0.15683818344099693
-0.13124543294605637,0.16618132301504113,0.39155642526817974,0.027616232119029437,0.15331643416879562,0.1526326488501415,0.8473673511498585,0.17743000637750223,0.09134072465864773,0.07710060638419244
-0.10931017947376379,0.16533943802436524,0.39757751486984116,0.027337129766212914,0.15806788033007876,0.14744547492009596,0.852554525079904,0.14647591644037314,0.20100992944224222,0.04484405693727824
-0.022791283661498393,0.17557815328205137,0.3825606864280419,0.030827687909935526,0.14635267880029462,0.17399042841102538,0.8260095715889746,0.11275370770758142,0.15833570869528632,0.0144922033239247
-0.12483825741991629,0.1772055677350146,0.35585980064896133,0.03140181323628885,0.1266361977179185,0.19869785152755276,0.8013021484724473,-0.005496813501207606,0.03259734702301809,0.11578061542396914
-0.13223007423781957,0.20608326059576676,0.2763303307741018,0.04247031029778271,0.07635845170572451,0.3574076644552537,0.6425923355447463,0.005342287030898691,0.023548672703622903,0.022270259711870063
-0.08206138519822218,0.15206837541284574,0.2155565059439454,0.023124790800702184,0.04646460725476217,0.33230336009331757,0.6676966399066824,0.060178869308127984,0.20063634701890856,0.0441949069142611
-0.09239513061774916,0.14394076745072734,0.3369076774014152,0.020718944534304368,0.11350678309201605,0.15435896605444496,0.8456410339455551,0.0073184411785448995,0.19440709260890165,-0.010402171564147883
-0.19918680996253846,0.1610389270721955,0.3465543137298866,0.0259335360325639,0.12009989236479267,0.177586298679497,0.8224137013205031,-0.08080263132343925,0.13337576644962298,0.11289937519546442
-0.10618496131907781,0.13266279694616026,0.3128541353156171,0.01759941769357815,0.09787770998408246,0.152406091556976,0.8475939084430241,-0.1340409645934093,0.08636747426367843,0.0036869227726891753
-0.1079829650220552,0.11725230508588082,0.32169718925046303,0.013748103047952473,0.10348908157164823,0.11726742750229734,0.8827325724977026,0.10438551892840493,0.10487536378148077,0.055155443269040295
-0.0936813487501222,0.11725606083661168,0.325816519287732,0.013748983802919178,0.10615640424077302,0.11466527090433334,0.8853347290956667,0.036615605862681845,0.07101086456779707,0.07032014800808245
-0.07567410465340428,0.12148757671303391,0.3288271415814602,0.014759231295605298,0.10812728904063368,0.12010455870360284,0.8798954412963972,0.014646753876159654,0.1464183737593986,-0.01413149398907345
-0.11438866704869129,0.09883286060194801,0.2592139057080873,0.009767934334764089,0.06719184891244116,0.12692258115369376,0.8730774188463063,0.02631473108804301,-0.01692105662689257,-0.02829144755985776
-0.05558803803747626,0.1434951709603668,0.2727227503760806,0.020590864088944894,0.07437769857269398,0.21681768694665382,0.7831823130533462,0.04832403957415782,0.0308262767887163,0.07553608981439808
-0.09205749472149646,0.1259072483816812,0.34629057964621845,0.01585263519504637,0.11991716555171397,0.11676112882138581,0.8832388711786142,0.13634247919966974,-0.023072827297514538,-0.014535996085048658
-0.06829514343065424,0.11363360011962462,0.3041231019759878,0.012912595076146751,0.09249086115549707,0.122506372540279,0.8774936274597209,0.10431508611193788,-0.03873501849786016,-0.03789038048720458
-0.03098482291353468,0.10399305686638914,0.21330864531862542,0.010814555876416046,0.04550057816766714,0.19203640477798506,0.8079635952220149,0.01869965089802242,0.023993792673629766,-0.10380751953666383
-0.03732941527862148,0.08521532925174037,0.1696455428213456,0.007261652339482518,0.028779610199149007,0.20148163044230138,0.7985183695576986,0.033487850830369766,0.03534949768399382,-0.058363292855459416
-0.005994852450204211,0.07930932527114548,0.29664786068838817,0.006289969074964355,0.08799995325099735,0.06670881595617223,0.9332911840438277,-0.03723779504137627,-0.02753310125040566,-0.03185123779025009
-0.004015250475647079,0.052042433449253016,0.2636420116296346,0.002708414879319929,0.06950711029612038,0.03750460683821255,0.9624953931617874,-0.05736078373231763,-0.05770511579108424,-0.05428429997827225
-0.023578099065341727,0.06034150834037598,0.2945225292139898,0.003641097628791664,0.08674352021460548,0.04028448330777178,0.9597155166922282,-0.07299381802151213,-0.05087305809350831,-0.029476843978399662
-0.030528128740329917,0.06482519489552341,0.376594515923547,0.004202305893242594,0.14182342942369067,0.028777844426682315,0.9712221555733178,-0.04031648941501074,-0.03478561652604183,0.006726684065565203
-0.006164609787814159,0.03644272923652869,0.42641043870510614,0.001328072514206943,0.1818258622366811,0.007251127397362692,0.9927488726026373,0.04768707747651641,0.02240241751917509,0.0448088007068881
-0.13051537040745356,0.03950544790667865,0.35782976813174494,0.0015606804143073003,0.12804214296121835,0.012042024808249827,0.9879579751917502,0.03284400801107519,0.03727820633970788,0.032775637752046574
-0.1043504346901716,0.03327683670112681,0.38046422451767054,0.0011073478608334606,0.14475302613783242,0.007591834783335938,0.992408165216664,0.03284400801107519,0.03727820633970788,0.032775637752046574
0.04100300270826879,0.04913805718474912,0.2979542667936828,0.0024145486638916746,0.08877674510056112,0.02647784195417225,0.9735221580458276,0.005484723928130805,-0.04272442389145382,-0.008098029468743906
-0.010713256056823245,0.06094931646471881,0.19422541581113467,0.0037148191775164432,0.03772351214700816,0.08964692975747042,0.9103530702425296,0.006117472618982961,0.11696920206214172,-0.021313263460634432
-0.00630189531795014,0.059402538671955635,0.27058372493658883,0.0035286616006731846,0.07321555220055956,0.045979513319563174,0.9540204866804369,0.027474626066876735,0.10508926230437786,0.035790812155838514
-0.0014619004543332675,0.05568027064426387,0.20867231448848322,0.003100292539018473,0.043544134833980445,0.06646651515788873,0.9335334848421113,-0.0724607237839727,0.07286968135410837,0.05427305424118964
-0.06644625993496162,0.05637118497898546,0.31024492923090735,0.003177710495934996,0.09625191611349071,0.03195939283185195,0.968040607168148,-0.04509361737178766,0.033682530896474466,0.08522084165245278
-0.19038967269911813,0.06581005557359945,0.30580945591717906,0.004330963414600248,0.09351942332836108,0.044261076105678115,0.9557389238943219,-0.05828334391464594,0.16776460745980076,-0.0013792945025523917
-0.17028558067440092,0.07215310573725385,0.2680005115923576,0.005206070667531334,0.0718242742137654,0.06758467296951423,0.9324153270304858,-0.05775758131856971,0.11862046845039115,-0.04670873348952333
-0.0884155124346874,0.11358333557824135,0.23072789279349082,0.012901174121079387,0.053235360512924594,0.19506879506877384,0.804931204931226,-0.024856266818393175,0.04568437020135717,-0.010513062694473291
-0.18731800916647365,0.13580003492094292,0.24506967753358935,0.018441649484529317,0.06005914684641747,0.23492308800005388,0.7650769119999462,0.03208059194629019,0.04903581606208015,0.03840165793614268
-0.1699986163270371,0.0845421920972926,0.19385027979945768,0.007147382244615525,0.03757793097832803,0.15980619764444717,0.8401938023555529,-0.010557111743402264,0.07854372050405085,0.04469401043572763
-0.12210908038215215,0.08161628570884391,0.15636613059814017,0.006661218092907639,0.024450366798234625,0.21410732099360663,0.7858926790063934,-0.056887272688581986,0.06297303506827628,-0.017794598080708657
-0.06003174946015566,0.09300277253721871,0.20017271654613317,0.008649515699609643,0.040069116449458576,0.17754020008492932,0.8224597999150707,0.0167410356898215,-0.007898829634261112,-0.06158722259844316
-0.09868256634176542,0.058268988653793194,0.16333762522493034,0.00339527503873588,0.0266791798141198,0.11289564699835238,0.8871043530016477,-0.01336145518055076,0.04446737149785784,-0.030286497524826202
-0.11393341713249075,0.03977355929641746,0.16910731680583665,0.0015819360191056358,0.028597284597269606,0.05241805410466026,0.9475819458953397,-0.0029690521386921834,0.06303644472531869,0.019286835031905366
-0.14187263017011748,0.06209595298621126,0.20414418097208042,0.0038559073772657594,0.04167484662476152,0.08468797545268135,0.9153120245473186,-0.011762733390855123,0.021344814762456043,0.040500924402585084
-0.07686317300693116,0.04646987875980638,0.18610659580902555,0.0021594496319511038,0.03463566500362401,0.058688487679374,0.941311512320626,-0.03021414994654774,-0.05106958834649194,0.05609918753118643
-0.09459256511348396,0.04481361004011136,0.20938552097788782,0.00200825964482717,0.0438422963951815,0.043800115380820806,0.9561998846191793,-0.09249143606478963,-0.08723010160443576,-0.0007542675727220949
-0.0423088826168071,0.06702234148008777,0.2251661667149937,0.004491994257473494,0.05069980263312434,0.08138880251312719,0.9186111974868728,-0.04672948835432309,-0.062363313937392674,-0.07799167355489899
-0.030668809984003585,0.0664048102496535,0.2763312437421218,0.0044095988242924865,0.07635895626806793,0.05459548978250291,0.9454045102174972,-0.11301534137373968,-0.06911817820993275,-0.0204912945898473
-0.042256986015441714,0.06120512727395733,0.25477736738932644,0.003746067604621315,0.06491150693383582,0.05456160707400218,0.9454383929259977,-0.005759950769205879,-0.06426122685428431,-0.055977025252469406
-0.05379124325542784,0.04339430747775366,0.3436486435261011,0.0018830659214738275,0.1180943901973293,0.01569516459499852,0.9843048354050015,0.020023708626309582,-0.003047132345877059,0.04906549486105163
-0.15793989688062715,0.048715153501826626,0.33563901965746357,0.002373166180706531,0.11265355151662322,0.020631434402492925,0.9793685655975071,0.06987831640028472,0.02553509647713236,0.02420900215295251
-0.22039892332898728,0.037703355233085635,0.3709995058363292,0.001421542995832246,0.13764063333080045,0.01022235544835204,0.989777644551648,0.03127114784229653,0.06144611366231595,0.023361518654593245
-0.24616066794119176,0.03740692895300992,0.3826174140298438,0.0013992783336955318,0.1463960855188849,0.009467674067850007,0.9905323259321501,0.008256593604449282,0.04405910572973225,-0.010358596536593722
-0.3394828793530464,0.025538368358352805,0.3758023461774022,0.0006522082584069157,0.14122740339244005,0.004596913191529886,0.9954030868084701,-0.021715833837073494,0.008361299679120929,0.02527170905555577
-0.4053607437413135,0.018246597188983357,0.25216770408682443,0.0003329383089770153,0.06358855098442025,0.005208550561906354,0.9947914494380936,0.042731350910117594,0.010051859860750936,-0.007146222499782941
-0.3212099318961954,0.020967633258663996,0.3213661515835679,0.00043964164446983254,0.10327620338363275,0.004238905293118022,0.995761094706882,0.031716975558428645,-0.0035014131936777024,0.0020023878526843897
-0.32519491885121143,0.023685812596142223,0.2559514504725378,0.0005610177183395696,0.06551114499899598,0.008490984633569044,0.991509015366431,0.02787426645995803,-0.021557490178334276,-0.0021043658185060836
-0.3373247285097835,0.02769836585294266,0.22242380381667412,0.0007671994709234599,0.049472348504278334,0.015270827502312501,0.9847291724976874,0.02787426645995803,-0.021557490178334276,-0.0021043658185060836
-0.3220511031159247,0.03156532872213433,0.21156021314625978,0.0009963699773363984,0.04475772378649087,0.021776630141107037,0.978223369858893,0.0446434542893173,-0.06488591821445684,0.028386727094081476
-0.27405810140722636,0.04327138261219631,0.3063829107077431,0.0018724125531710853,0.09387048797374888,0.01955667253515701,0.980443327464843,0.09559295333632462,-0.004204459186341651,0.027734120912576002
-0.2897397693174671,0.02726591049763456,0.283982217650139,0.0007434298752650184,0.0806458999414909,0.00913424249761995,0.99086575750238,0.01725007666126957,-0.019298206809635284,0.06907008022438142
-0.29183830091567664,0.025621693551770748,0.235190199764618,0.0006564711804608507,0.05531443006532092,0.011728794174282221,0.9882712058257177,0.03520501724010809,-0.010507704042125362,0.009317403615160848
-0.2957999091363998,0.034389166384122476,0.23992596192605162,0.0011826147645948592,0.05756446720614117,0.020130612873401284,0.9798693871265988,0.03520501724010809,-0.010507704042125362,0.009317403615160848
-0.238018394951707,0.05388139930078682,0.28430159611135153,0.002903205190610831,0.08082739755146205,0.03467316722362529,0.9653268327763748,0.0347426976578636,-0.047985236465055175,0.008344707216935374
-0.2888355999261434,0.03360529498513103,0.2962114579871094,0.001129315851037673,0.08774122784284909,0.012707425926498032,0.9872925740735019,0.01159689164299254,0.0029564590299146,0.019941564440637816
-0.31085475202539975,0.0352414170994358,0.2978081293351766,0.0012419574791764057,0.08868968189811727,0.013810017117179123,0.9861899828828209,0.05043591941912716,0.030686224837334873,0.027875004098342752
-0.32928529397940726,0.03889159424901591,0.32889955747639604,0.0015125561032300872,0.10817491890816915,0.013789688413129168,0.9862103115868708,0.03619326431462652,0.04063993789386027,0.05824944839619299
-0.24128992402152732,0.0434939395867514,0.3467205188777351,0.0018917227807759805,0.12021511821084585,0.01549235706544712,0.9845076429345528,0.015307839050843219,-0.043774791128767705,-0.005333730593344459
-0.2696843997523913,0.039566733656836106,0.39129654260554164,0.001565526412271007,0.15311298425505046,0.010121162956101257,0.9898788370438988,-0.017473946901509874,0.04200905423550274,-0.044640966353350436
-0.2819051986913113,0.03097402976952769,0.29525925845793405,0.0009593905201635876,0.0871780297051291,0.010885166796478036,0.989114833203522,-0.05909161390026813,0.05389874324887603,-0.0924806821256143
-0.21238958172578626,0.03301409757011586,0.24067037670120847,0.0010899306383691301,0.057922230221501586,0.01846959376656722,0.9815304062334328,0.008604549090600835,0.023942433009343074,-0.0951565245718739
-0.16711207311204035,0.04144198712610588,0.2332451461090932,0.0017174382969603256,0.05440329818345223,0.030602561631737524,0.9693974383682624,0.023499265397850026,0.02435460023847577,0.023203184319542214
-0.09665410715615819,0.03245646684447675,0.16088714265051268,0.0010534222400266184,0.02588467267024642,0.039105298408644636,0.9608947015913554,0.020098012279979722,-0.027673494731254647,0.0016427639645222453
-0.11059719277741392,0.049294439871483506,0.19005628809573974,0.0024299418022433027,0.03612139264473082,0.06303132789308744,0.9369686721069125,-0.0052122792893566396,0.020741031442708814,0.008761650251306648
-0.08067211540087284,0.041150240954446714,0.1724130913998868,0.0016933423306090237,0.02972627408606572,0.05389443041419015,0.9461055695858097,-0.022779758866962353,0.08505942931707533,0.012950278523163723
-0.13770999302844314,0.0470821888136948,0.1851874418027142,0.002216732503488408,0.03429438860143366,0.060713898571292294,0.9392861014287076,-0.015744314463666198,0.08125638259899971,0.0016409548873607543
-0.0629061879444969,0.07627942240086223,0.16871012967534077,0.005818550281809163,0.028463107855070297,0.1697277960878355,0.8302722039121646,-0.03788066519279129,0.038016167107554955,-0.05037946617783184
-0.06516639102167539,0.10811878889879098,0.18122785953420395,0.011689672512941328,0.032843537071349155,0.26249337566419134,0.7375066243358087,-0.17905299991289972,0.05002704823758875,-0.03384761134116091
-0.01537976548471403,0.06296086131358272,0.20925614456111213,0.0039640700573481975,0.04378813403658106,0.08301334216009833,0.9169866578399017,-0.09673157714287178,-0.033110418013790124,-0.033331295839607034
0.08490703849924655,0.06691203786310965,0.15483081032333273,0.004477220810994219,0.023972579825379838,0.1573726602944956,0.8426273397055044,-0.05598781828771347,-0.06149290514644823,-0.0242634221120651
0.08770541523332528,0.03793710712151462,0.305441864972922,0.0014392240967492755,0.0932947328781367,0.015192272577939658,0.9848077274220604,-0.09451146141430769,-0.03887988589116538,-0.021779862292773042
0.07169913396717881,0.04079425851005237,0.24717688182366,0.00166417152738498,0.061096410908067576,0.026516189984319094,0.9734838100156809,-0.060486968844335576,-0.017525162423342292,-0.07049022135215943
-0.020409590207224722,0.04661325155568248,0.2707057139872237,0.002172795220593335,0.07328158358533257,0.028796144835834123,0.9712038551641659,-0.11734228866158689,-0.04256883850493473,-0.036601360490998394
-0.06214421352055755,0.06530023179956929,0.20453719375368792,0.00426412027307748,0.041835463628633676,0.09249802085348542,0.9075019791465145,-0.06336213455749912,-0.021139320770617476,0.0063161280534738615
-0.06680730865177724,0.05138874930815207,0.25615288804006275,0.0026408035554561,0.06561430205126492,0.03869019807356452,0.9613098019264356,-0.10525047652282112,0.009785376260463951,-0.014520255495630172
-0.12736211804960365,0.051965209542334086,0.18575333114345594,0.0027003830027786894,0.034504300030890396,0.0725818037566649,0.9274181962433351,-0.05822712587085998,0.00950948136358629,0.029402533017557582
-0.0490434841121893,0.06483103570021312,0.21108530380946264,0.004203063189962308,0.04455700548433314,0.08619887757003943,0.9138011224299606,-0.0355806752862947,-0.003953138172602212,0.10646343567495381
-0.11177061546025933,0.06966272651604491,0.2205788102996652,0.004852895465649267,0.04865501155321569,0.09069492222781787,0.9093050777721822,0.03994233438887766,0.00968237568123278,0.1046753888694739
-0.17479783801142543,0.0645288713897862,0.15225101220071435,0.004163975242839568,0.02318037071614207,0.15227920423058616,0.8477207957694138,0.004973210368780984,0.027880506868470815,0.03561157266786473
-0.17402408786178147,0.054772304047299374,0.14772548517777376,0.003000005290649807,0.021822818971008653,0.12085672681829522,0.8791432731817048,-0.01844317949692272,0.01576752581744715,0.06500326456045546
-0.22855224378490188,0.05176058487914212,0.19136167996791756,0.002679158147030876,0.0366192925601437,0.06817465062412122,0.9318253493758788,0.02246479195492465,-0.0072696405253306964,0.06930134100303315
-0.32114361854406603,0.05511894303441505,0.20538535021179236,0.0030380978812310916,0.04218314208162059,0.0671829848922061,0.9328170151077939,0.08435938351108811,0.05699143417389169,0.061546649995633834
-0.3311297078608986,0.055112446246005996,0.23197565152850505,0.0030373817312189006,0.053812702902074405,0.053427919251330516,0.9465720807486694,-0.031224562381802365,0.014997025465228159,0.09550073666302547
-0.30682231197494875,0.05193912510937561,0.28574271459061584,0.0026976727171273717,0.08164889894161415,0.03198319343721411,0.9680168065627859,0.08358672450691672,0.02306794537433364,0.012760104866470574
-0.2760904312739672,0.04733741473872112,0.2513189070622298,0.0022408308341456914,0.06316119304695371,0.03426240812087883,0.9657375918791211,0.0027857103948276812,-0.033701241023290654,0.015046161891028895
-0.28722432629275,0.032946854187010044,0.24650290666677901,0.0010854952008201013,0.060763682995170765,0.017550681067747223,0.9824493189322527,0.05337629524195679,-0.07155672482214764,-0.0022903465659435615
-0.22656855212264013,0.03298925438592655,0.22503225562042914,0.001088290904939374,0.05063951606961816,0.021038798444995996,0.978961201555004,0.12474126896213494,-0.007463405070516252,0.022052764862057185
-0.25423986226774803,0.036563556293051094,0.2614191820137312,0.0013368936487951162,0.06833998872472832,0.019187047457552765,0.9808129525424472,-0.010436641748437732,0.029780982070682978,-0.0787197764491759
-0.32511756198672503,0.038365952139364466,0.24302325128772642,0.001471946283560005,0.05906030066645742,0.024316729639582316,0.9756832703604177,0.016817732305944747,0.004214986053286237,0.010115621607485806
-0.2690101471621726,0.0368837171793827,0.25299079947248065,0.0013604085929686904,0.06400434461772492,0.020812571395834915,0.979187428604165,-0.035503592319625764,-0.0867348537559137,0.011915301403487125
-0.17591782453521884,0.040709668190215396,0.279667285499002,0.0016572770841574353,0.0782137905783803,0.020749404417123564,0.9792505955828765,-0.006974524642727644,-0.0372120558348943,0.029138272474606063
-0.1679784382146097,0.035823408618168344,0.30067479360601607,0.001283316605024258,0.09040533151002036,0.013996461191292081,0.986003538808708,-0.013559631361548547,-0.0009984480543401703,0.06832691631679652
-0.11695750872939766,0.03146997433634391,0.19926375116422537,0.0009903592847301443,0.039706042528038325,0.024335303383490273,0.9756646966165097,-0.011866347634718553,0.027765924545532873,0.00763218948810699
-0.16911522446294106,0.027682228720240787,0.29043941452230193,0.0007663057869197238,0.08435505350805753,0.009002508809383419,0.9909974911906166,0.012732709544833774,-0.020309555239319564,-0.03859500609661376
-0.18218286028621983,0.03342899077747105,0.3048983253980569,0.0011174974244002446,0.09296298883053938,0.011878100006541699,0.9881218999934582,-0.016622911950386645,-0.019280045512780807,-0.04169009580048654
-0.21095257550556373,0.03960428233454481,0.32754533940041786,0.0015684991792343384,0.10728594936293492,0.014409141750662727,0.9855908582493373,0.04970973658465186,-0.050375007553641146,-0.024103026564664804
-0.20915584823601346,0.029528263915422244,0.2798455225562248,0.0008719183698588274,0.07831351649476652,0.011011095302430942,0.9889889046975691,0.0029426710059462374,-0.0750956018680658,-0.03728242554520651
-0.19527425159664888,0.04138693063370392,0.26140437253321097,0.00171287802727902,0.06833224597948175,0.02445392240455871,0.9755460775954414,-0.011527639297816902,0.02424235357556289,0.009050806796232717
-0.1330540032545173,0.055782204979184284,0.24605524839911608,0.003111654392339732,0.060543185264750714,0.048883233531060014,0.9511167664689401,0.031985069104658495,0.010129096158470463,-0.002484418161101249
-0.14704479628354375,0.0671735056389905,0.22866501956861277,0.004512279859831487,0.05228769117431406,0.07944158734022788,0.9205584126597721,-0.027348266487178287,0.007452750017754757,0.04656910742663445
-0.10093571581590144,0.036329849914683604,0.2278248339857302,0.0013198579948234363,0.051904154980625526,0.02479816761340895,0.975201832386591,-0.027348266487178287,0.007452750017754757,0.04656910742663445
-0.06696489159916444,0.04857894327948297,0.34502996108073813,0.0023599137301512237,0.11904567404337567,0.019438262879246278,0.9805617371207538,-0.05798468189423899,0.001971352940910394,-0.02001014920975909
-0.18790151541942707,0.06220545542295625,0.3054929286286651,0.0038695186843773974,0.09332592944211868,0.039811727390169235,0.9601882726098306,0.05403386483828604,0.017220178964855046,0.02242124107887507
-0.2329843392842,0.06450051775243842,0.20456445942355314,0.004160316790332625,0.041846618059250516,0.09042803664131345,0.9095719633586866,0.11234698324646575,-0.022086224722559566,-0.032566837699724835
-0.2295656701146732,0.07182898039709819,0.19761141147057873,0.005159402424886716,0.039050269943394375,0.11670302330917992,0.8832969766908201,0.1022902933759086,0.033121440421649,0.03243223846778116
